SKU,Product Name,Brand,Product ID,Suggested Supplier 1,Supplier 1 ID,Confidence 1,Reason 1,Suggested Supplier 2,Supplier 2 ID,Confidence 2,Reason 2
AUA-DW3018/W,"Audac Wall panel controller 8 zones for 45x45 standard White version",,1ec063ca-3081-450d-824c-97fe4f72e352,,,,"",,,,""
AUA-DW4018/B,"Audac Wall panel controller Btici Black version",,b14a3709-6931-4283-ac16-cf37618af9bf,,,,"",,,,""
AUA-DW5066/B,"#Audac Digital all-in-one wall panel Black version",,67a45e3b-8472-4069-b6e0-509e36d92b4e,,,,"",,,,""
AUA-DW5066/W,"#Audac Digital all-in-one wall panel White version",,73381b7b-6875-431c-bb9f-1702f3620e6d,,,,"",,,,""
AUA-EPA104,"Audac Quad-channel Class-D amplifier 4 x 100W - crossover",,aa822c36-71bf-400d-9c54-db956e748386,,,,"",,,,""
AUA-EPA152,"Audac Dual-channel Class-D amplifier 2 x 150W",,3185a5e0-4db1-4f15-bbe4-7dce3f9a9f10,,,,"",,,,""
AUA-EPA252,"Audac Dual-channel Class-D amplifier 2 x 250W",,89a4a2ab-d953-4063-8025-0ede5888d682,,,,"",,,,""
AUA-EPA254,"Audac Quad-channel Class-D amplifier 4 x 250W - crossover",,aef7e620-eefb-4c60-9434-09e569146054,,,,"",,,,""
AUA-EPA502,"Audac Dual-channel Class-D amplifier 2 x 500W",,a8044e03-23d4-48c1-b098-a4eff619b339,,,,"",,,,""
AUA-FMP40,"Audac SourceCon voice file media player module",,4b807fa1-94a9-45d5-8c7b-efa413cde7b1,,,,"",,,,""
AUA-GFC06MK2,"Audac Gypsum flush mount installation ring for CELO6 Rough texture finished gypsum ring",,aab47e0b-a938-4eb5-9a51-6b775e39da1d,,,,"",,,,""
AUA-GLC02/B,"#Audac Front grill for CELO2 Black version (ral9005)",,5f3ffa5b-3071-4ee5-a835-af1a90d14fa8,,,,"",,,,""
AUA-GLC02/P,"Audac Front grill for CELO2 Paintable version",,7603992f-1a5d-4f2d-83e2-3997f644f49f,,,,"",,,,""
AUA-GLC02I/B,"Audac Front grill for CELO2 Black version (RAL9005 + Logo)",,ebbc1970-124a-4067-89ab-d73e883fc3c4,,,,"",,,,""
AUA-GLC02I/W,"Audac Front grill for CELO2 White version (RAL9016 + Logo)",,33c823ff-bff5-4ca0-8dd6-dbed918bf179,,,,"",,,,""
AUA-GLC05/P,"Audac Front grill for CELO5 Paintable version",,d6e4a65a-f530-4fef-9c0b-2bfa222008aa,,,,"",,,,""
AUA-GLC05I/B,"Audac Front grill for CELO5 Black version (RAL9005 + Logo)",,23a065c2-40b5-4ed7-84a0-8b945cf87baa,,,,"",,,,""
AUA-GLC05I/W,"Audac Front grill for CELO5 White version (RAL9016 + Logo)",,c1e104c9-e368-4d4b-99fe-b3e3f33a652e,,,,"",,,,""
AUA-GLC06/P,"Audac Front grill for CELO6 Paintable version",,7600a971-1739-4034-837f-9423164d048f,,,,"",,,,""
AUA-GLC06I/B,"Audac Front grill for CELO6 Black version (RAL9005 + Logo)",,f5717058-bd22-4818-a8f0-c8f1c765ebb7,,,,"",,,,""
AUA-GLC06I/W,"Audac Front grill for CELO6 White version (RAL9016 + Logo)",,744d278c-3431-4406-9b02-69ca972a107f,,,,"",,,,""
AUA-GLC08/B,"#Audac Front grill for CELO8 Black version (ral9005)",,321fe23e-e418-495c-8ad5-3624a8252fe5,,,,"",,,,""
AUA-GLC08/P,"Audac Front grill for CELO8 Paintable version",,10d990d5-223e-4935-a803-9651b893aad9,,,,"",,,,""
AUA-GLC08I/B,"Audac Front grill for CELO8 Black version (RAL9005 + Logo)",,fad2f9f3-b7f5-4157-b428-8d682b4e3b25,,,,"",,,,""
AUA-GLC08I/W,"Audac Front grill for CELO8 White version (RAL9016 + Logo)",,698a441b-f201-4950-8cd1-81808eab21a5,,,,"",,,,""
AUA-GLI05/OB,"Audac Front grill for CIRA5 and CALI4 series with cloth & outdoor treatment Black version",,bb335760-f734-44e4-8bc4-b4c79099e246,,,,"",,,,""
AUA-GLI05/OP,"Audac Front grill for CIRA5 and CALI4 series with cloth & outdoor treatment Paintable version",,44d1fb23-6bf3-42e4-9d73-1b5750d908a5,,,,"",,,,""
AUA-GLI05I/OW,"Audac Front grill for CIRA5 and CALI4 series with cloth & outdoor treatment White version (RAL9016)",,3f1fc65d-b871-4363-92b7-ab2423a7784e,,,,"",,,,""
AUA-GLI06/OB,"Audac Front grill for CALI6 series with cloth & outdoor treatment Black version",,a4030a4f-b259-48ee-8abe-a5a9e8208e85,,,,"",,,,""
AUA-GLI06/OP,"Audac Front grill for CALI6 series with cloth & outdoor treatment Paintable version",,036bd862-40c4-4ffa-bd1d-4151bdd25470,,,,"",,,,""
AUA-GLI06I/OW,"Audac Front grill for CALI6 series with cloth & outdoor treatment White version (RAL9016)",,f5de2854-4751-41d9-a457-755a8fbcdae0,,,,"",,,,""
AUA-GLI07/OB,"Audac Front grill for CIRA7 series with cloth & outdoor treatment Black version",,fee20832-32de-4f10-9e42-dc1f7be15022,,,,"",,,,""
AUA-GLI07/OP,"Audac Front grill for CIRA7 series with cloth & outdoor treatment Paintable version",,21b8f6e7-0e70-4639-848e-4c5f9fd9dd81,,,,"",,,,""
AUA-GLI07I/OW,"Audac Front grill for CIRA7 series with cloth & outdoor treatment White version (RAL9016)",,70d49a38-e265-464b-b97b-73c04bfe5edd,,,,"",,,,""
AUA-GLI08/OB,"Audac Front grill for CIRA8 series with cloth & outdoor treatment Black version",,80c78859-983a-45a9-b86a-cead24f1ae6d,,,,"",,,,""
AUA-GLI08/OP,"Audac Front grill for CIRA8 series with cloth & outdoor treatment Paintable version",,be897767-972e-461c-8df2-7fc00b2ee8e4,,,,"",,,,""
AUA-GLI08I/OW,"Audac Front grill for CIRA8 series with cloth & outdoor treatment White version (RAL9016)",,fd5efe25-6096-480b-a70a-e29917b27c9e,,,,"",,,,""
AUA-GLM02/B,"Audac Front grill for MERO2 Black version (ral9005)",,b0a92884-8554-4288-b2a9-2f471cca1849,,,,"",,,,""
AUA-GLM02/P,"Audac Front grill for MERO2 Paintable version",,f959ec8e-2c41-4c0d-a3bd-6828ab141752,,,,"",,,,""
AUA-GLM02/W,"Audac Front grill for MERO2 White version (ral9003)",,d174138c-7f50-422d-8bcb-49421509e5cb,,,,"",,,,""
AUA-GLM05/B,"Audac Front grill for MERO5 Black version (ral9005)",,4e356e1c-0e94-4f16-beba-480c8ce3b56a,,,,"",,,,""
AUA-GLM05/P,"Audac Front grill for MERO5 Paintable version",,79bd7263-0bad-45c2-b6dc-82c2dff60347,,,,"",,,,""
AUA-GLM05/W,"Audac Front grill for MERO5 White version (ral9003)",,0f80493a-c223-451b-a378-4dec3cbfcac4,,,,"",,,,""
AUA-GLM06/B,"Audac Front grill for MERO6 Black version (ral9005)",,805e2ff1-c264-44b4-9f48-2ecc5c71db4f,,,,"",,,,""
AUA-GLM06/P,"Audac Front grill for MERO6 Paintable version",,9eebf30d-c059-4e96-a5f0-d26aaabc9c7a,,,,"",,,,""
AUA-GLM06/W,"Audac Front grill for MERO6 White version (ral9003)",,b342f4f1-d6b1-4a8e-8aa1-7018e051d9b4,,,,"",,,,""
AUA-HS121,"Audac Outdoor sound projector 100V",,0ca16708-6392-4295-8e9a-a8c99fcaf688,,,,"",,,,""
AUA-HS208MK2,"Audac Full range horn speaker 8 Full range horn speaker 8""",,c7ea664d-ecca-4ddf-90b9-80a1e68a80f1,,,,"",,,,""
AUA-HS208TMK2,"Audac Full range horn speaker 8 100V Full range horn speaker 8"" 100V",,c4c3d03e-8072-48d4-bbf2-d7d484ba2f7e,,,,"",,,,""
AUA-HS212MK2,"Audac Full range horn speaker 12 Full range horn speaker 12""",,1af08e5d-6e43-47e3-99d6-9dc0682f6323,,,,"",,,,""
AUA-HS212TMK2,"Audac Full range horn speaker 12 100V Black version - 8Ohm and 100V",,403ae43d-a348-4f40-9b51-24eaeeddfd6e,,,,"",,,,""
AUA-IMEO2/B,"Audac Professional 3-way soundbar Black version",,52a91365-3df7-4a54-97b0-cb893b01cfba,,,,"",,,,""
AUA-LINO10/B,"Audac Column speaker 10 x 2 Black version",,92017b51-8823-4b99-9e9c-55a2131c0300,,,,"",,,,""
AUA-LINO10/W,"Audac Column speaker 10 x 2 White version",,1fad070b-35f2-4aae-b21c-170d5121a580,,,,"",,,,""
AUA-LINO4/B,"Audac Column speaker 4 x 2 Black version",,99653637-8297-4f53-9bd6-95f000322be2,,,,"",,,,""
AUA-LINO4/W,"Audac Column speaker 4 x 2 White version",,546a0d83-94d5-4075-8af1-ee2213886789,,,,"",,,,""
AUA-LUNA-F,"Audac Flexible network audio matrix processor",,8a8e2d01-2dad-419f-be58-8474732458fd,,,,"",,,,""
AUA-LUNA-U,"Audac Unified audio matrix processor",,221de935-5897-4716-8e40-68416e86a70c,,,,"",,,,""
AUA-LX523/B,"Audac Active speaker system with remote input Black version",,988fc87a-3747-4e4c-a554-46d7c6ebc702,,,,"",,,,""
AUA-M67,"Audac Dynamic handheld microphone Vocal microphone with switch",,1fa72d5f-c636-4431-b444-784ce069ad2e,,,,"",,,,""
AUA-M86,"Audac Professional handheld microphone Vocal microphone without switch",,77998b49-10a0-47c8-9f55-9428b7e06bf0,,,,"",,,,""
AUA-M97,"Audac Condenser handheld microphone",,596608e5-bdf2-4ae9-83c5-df1eaf481505,,,,"",,,,""
AUA-MBK102/B,"Audac Bass cabinet mounting set Black version",,f402ba26-960f-4f25-a8c2-ee8e3ef5a62d,,,,"",,,,""
AUA-MBK110V/B,"Audac Mounting bracket for VEXO110(A) Black version",,e8dcbd18-02bb-496a-96cf-22cab01c84e1,,,,"",,,,""
AUA-MBK110V/W,"Audac Mounting bracket for VEXO110(A) White version",,5af6e580-4033-4aa6-a6e5-d6253e374316,,,,"",,,,""
AUA-MBK112V/B,"Audac Mounting bracket for VEXO112(A) Black version",,06f2c6aa-87ff-497c-b478-e113fd51e32b,,,,"",,,,""
AUA-MBK112V/W,"Audac Mounting bracket for VEXO112(A) White version",,a8cbd077-6b98-463b-a163-89cf0943a651,,,,"",,,,""
AUA-MBK115V/B,"Audac Mounting bracket for VEXO115(A) Black version",,8b4ff00d-81ee-428d-a76f-52643f62642c,,,,"",,,,""
AUA-MBK115V/W,"Audac Mounting bracket for VEXO115(A) White version",,aa9b35f0-7425-4a36-95ec-7a4e294483f6,,,,"",,,,""
AUA-MBK200PM/B,"Audac Pole mount adapter set for MBK208MK2 and MBK212MK2 Black version",,f326ea22-d33f-4ebf-82f2-f959c381a7b9,,,,"",,,,""
AUA-MBK208MK2/B,"Audac Mounting bracket for HS208MK2 and HS208TMK2 Black version",,c8d51175-1d46-4f47-bf50-79e61f23da7b,,,,"",,,,""
AUA-MBK212MK2/B,"Audac Mounting bracket for HS212MK2 and HS212TMK2 Black version",,c7d0e18a-acf2-4561-a483-e9cac1e08418,,,,"",,,,""
AUA-MBK260/B,"Audac 35 mm stand adapter for KYRA series column speakers Black version",,7e528220-4cf9-4d84-8970-49b785f8a809,,,,"",,,,""
AUA-MBK300S/B,"Audac ceiling flying system for 1x FX 3.15 - black Black",,72b8a9d3-751d-4d01-93ee-340a5875fabe,,,,"",,,,""
AUA-MBK302S/B,"Audac Ceiling flying system for 1x FX3.15 & 1x FX1.18 - black Black",,c76afca0-360e-4526-86ab-a06e4fc1586f,,,,"",,,,""
AUA-MBK410C/B,"Audac Ceiling mounting bracket for BA8(A) Black",,6e140da8-9c60-4ac7-9154-c0cc6eeb58a7,,,,"",,,,""
AUA-MBK410C/W,"Audac Ceiling mounting bracket for BA8(A) White",,42eaf265-73cd-4f3a-85d0-452f6fd9cb1a,,,,"",,,,""
AUA-MBK440/B,"Audac Screen mount bracket for IMEO2 Black version",,dc5c7926-5228-4d02-8cbf-b2ecf5016c48,,,,"",,,,""
AUA-MBK440MK2/B,"Audac Screen mount bracket for IMEO2 Black version - VESA100 to VESA800",,509cd2d7-4a21-40e8-9baa-1c728c9f6818,,,,"",,,,""
AUA-MBK455/B,"Audac Angled mounting bracket set for ARES5A Black version",,0a8d82cd-bfe5-4c7b-b9ec-df8aae235b3f,,,,"",,,,""
AUA-MBK455/W,"Audac Angled mounting bracket set for ARES5A White version",,e7f4b847-7457-417a-8193-7f795596ec8a,,,,"",,,,""
AUA-MBK465/B,"Audac Table stand for VIRO5 loudspeaker Black version",,9ab63daa-d88f-4a5d-838f-3b44524f9e82,,,,"",,,,""
AUA-MBK465/W,"Audac Table stand for VIRO5 loudspeaker White version",,679adca5-c317-486a-98f2-412bcb8c51ee,,,,"",,,,""
AUA-MBK523/G,"Audac Ground pin for outdoor speaker Ground pin - galvanized",,ff002bcf-7325-44c3-8fe3-9c506e9b63a5,,,,"",,,,""
AUA-MBK530/B,"Audac Pole mount adapter for outdoor speaker Black version",,fa6629a5-3a91-4616-989f-6f7c0eaf15a0,,,,"",,,,""
AUA-MBK530/W,"Audac Pole mount adapter for outdoor speaker White version",,5ff92ed9-1658-4f76-b758-b2abe28f7807,,,,"",,,,""
AUA-MBK556/B,"Audac Mounting pole for outdoor speaker - 600 mm height Outdoor black version",,2b47d51e-979b-4298-b86d-783285319da6,,,,"",,,,""
AUA-MBS101R,"Audac Setup box installation accessories Mounts one unit into a 19 equipment rack (1 HE)",,8d6c7d41-9096-4c71-93ab-4e52153bb9e2,,,,"",,,,""
AUA-MBS101T,"Audac Setup box installation accessories Mounts one unit to a flat surface",,bb7939f2-94ad-43c8-8044-2eb921d8e3f0,,,,"",,,,""
AUA-MBS102R,"Audac Setup box installation accessories Mounts two units into a 19 equipment rack (1 HE)",,1c362b19-8b70-4409-a7de-daa963263fde,,,,"",,,,""
AUA-MBS103R,"Audac Setup box installation accessories Mounts three units into a 19 equipment rack (1 HE)",,31eabab9-9563-48e0-9824-5d79f5195564,,,,"",,,,""
AUA-MBS104R,"Audac Setup box installation accessories Mounts four units into a 19 equipment rack (1 HE)",,6b7af3a4-8a7e-4cf7-9385-e8b6ce5a6716,,,,"",,,,""
AUA-MBS310,"Audac Rack mounting set for half rackspace 1u enclosures",,9443bfef-273c-42a2-b645-19e1421b341a,,,,"",,,,""
AUA-PSD241,"Audac Power supply 24V DC 1.67A ABS",,ea46f330-d562-4a76-ae7f-c33340686826,,,,"",,,,""
AUA-RGA12,"Audac Outdoor DAB/DAB+ antenna",,6029e491-9bde-45c5-a5f8-421dd57cab34,,,,"",,,,""
AUA-RMA40A/B,"Audac Light track adapter mount for ATEO4 - 3-Phase Track Black version",,2fedfd5b-5dd5-49a8-a2bc-30d551461dc7,,,,"",,,,""
AUA-RMA40A/W,"Audac Light track adapter mount for ATEO4 - 3-Phase Track White version",,45f4aefa-98df-41ac-a64d-cc49c3b58796,,,,"",,,,""
AUA-RMA45A/B,"Audac Light track adapter mount for ATEO4 - Smart 3-Phase Track Black version",,d8a074bc-c8d0-487d-9323-4368e89dfbaa,,,,"",,,,""
AUA-RMA45M/B,"Audac Light track adapter mount for ATEO4M - Smart 3-Phase Track Black version",,da85bb3a-3c8c-481e-9336-0cf21b63bd89,,,,"",,,,""
AUA-RMA45M/W,"Audac Light track adapter mount for ATEO4M - Smart 3-Phase Track White version",,bdc200cf-25f6-4299-8fa6-ae21d043883e,,,,"",,,,""
AUA-RMT40,"Audac Audio player RF remote control",,45966f5d-b025-42cd-8d8d-f87be18d3d48,,,,"",,,,""
AUA-SCP206,"Audac Compact dual-channel power amplifier - 2 x 60W @ 4 Ohm - 120W @ 70/100V",,42ad2754-51aa-449e-b87d-635c5ce2fc34,,,,"",,,,""
AUA-SCP212,"Audac Compact dual-channel power amplifier - 2 x 120W @ 4 Ohm - 240W @ 70/100V",,d5f16d01-0259-48e0-9b88-81c2692ca8cf,,,,"",,,,""
AUA-SCP224,"Audac Compact dual-channel power amplifier - 2 x 240W @ 4 Ohm - 480W @ 70/100V",,f24071d9-d4c0-49af-8b62-28d9d0fd141c,,,,"",,,,""
AUA-SCP230,"Audac Compact dual-channel power amplifier - 2 x 300W @ 4 Ohm - 600W @ 70/100V",,99241fff-41f5-429f-82db-4790780a5d15,,,,"",,,,""
AUA-SL-AEC4,"Audac 4 channels AEC activation license for LUNA-F License 4 channels AEC activation - Version 1.0",,e8f55366-3d54-4e9a-adc3-f6d3959e747d,,,,"",,,,""
AUA-SL-LUA1,"Audac Lua scripting engine activation license License Lua scripting engine - Version 1.0",,00a5d5fe-881f-4daf-941c-2678b8886e74,,,,"",,,,""
AUA-SL-NAC8,"Audac 8x8 networked Dante/AES67 Audio channels expansion license License 8x8 networked Dante/AES67 Audio channels expansion - Version 1.0",,27f248c3-80a8-4a60-b0e7-61378f8a6384,,,,"",,,,""
AUA-SL-PAGE1,"Audac Send paging messages with Audac Touch License Audac Touch Page - Version 1.0",,43c75b9e-9d43-460b-8842-f9d65f67648d,,,,"",,,,""
AUA-SL-PLUS1,"Audac Enhance your Audac Touch experience License Audac Touch Plus - Version 1.0",,ef99e2e1-7a7a-4647-b9fe-e60764a1ae70,,,,"",,,,""
AUA-SMA350,"Audac WaveDynamics dual-channel power amplifier 2 x 350W",,d40c8a0e-1bf5-4978-989c-4f6de09bcd37,,,,"",,,,""
AUA-SMA500,"Audac WaveDynamics dual-channel power amplifier 2 x 500W",,6b7a9182-8709-4b5f-bf24-ddc32455af40,,,,"",,,,""
AUA-SMA750,"Audac WaveDynamics dual-channel power amplifier 2 x 750W",,1ab112e7-decb-43c4-802f-8544d88ace9a,,,,"",,,,""
AUA-SMQ1250,"Audac WaveDynamics quad-channel power amplifier 4 x 1250W",,f060768a-ca2a-4601-9278-c8b26be3e481,,,,"",,,,""
AUA-SMQ350,"Audac WaveDynamics quad-channel power amplifier 4 x 350W",,ed282475-41bb-4dce-9334-bd6114215ed5,,,,"",,,,""
AUA-SMQ500,"Audac WaveDynamics quad-channel power amplifier 4 x 500W",,b24ffb51-93ea-4195-ac88-0d928690380e,,,,"",,,,""
AUA-SMQ750,"Audac WaveDynamics quad-channel power amplifier 4 x 750W",,192f39ad-8d85-438d-a78d-887a9f3f4c3c,,,,"",,,,""
AUA-WB45D/FG,"Audac Flush mount box for double 45 x 45 mm wall panel - Hollow wall",,06fc17cb-0b17-4531-8507-efc4d87f65de,,,,"",,,,""
AUA-WB45D/W,"Audac Surface mount box double 45 x 45 mm White version",,d68557c6-0a38-4c5b-af27-1fa6d551f0be,,,,"",,,,""
AUA-WB45DX/FG,"Audac Flush mount box for double 45 x 45 mm wall panel - Hollow wall - 75mm depth",,794567cc-c493-4c53-8232-a928a77ce5e8,,,,"",,,,""
AUA-WB45S/B,"Audac Surface mount box single 45 x 45 mm Black version",,8268babf-973f-419a-8655-1595314f3fa5,,,,"",,,,""
AUA-WB45S/FG,"Audac Flush mount box for 45 x 45 mm wall panel - Hollow wall",,414cab97-13cf-4fac-b4dd-647661ec6271,,,,"",,,,""
AUA-WB45S/W,"Audac Surface mount box single 45 x 45 mm White version",,05f59bbe-c4bd-4189-9e21-4c7668e5b084,,,,"",,,,""
AUA-WB45SI/FS,"Audac Flush mount box for wall panel - Solid wall",,d8eca355-7764-4cfe-90af-5a36ce7b91d4,,,,"",,,,""
AUA-WB50/AF,"Audac Adapter frame for WB50 to 3-gang US standard",,b740c885-1c6d-4ca7-86bd-a679320f06fe,,,,"",,,,""
AUA-WB50/B,"Audac Wall box for DW5065/WP523/MWX65 Surface mount box for Audac wallpanel - black",,71b3de0a-ff12-4e05-bf8c-25685cb5c626,,,,"",,,,""
AUA-WB50/FG,"Audac Flush mount box for Audac wallpanel - hollow wall",,4bb88931-0f18-440f-ab28-f4b01e500d86,,,,"",,,,""
AUA-WB50/FS,"Audac Flush mount box for Audac wallpanel - solid wall",,dd06f8e4-a3aa-440a-9f0f-ef6265702795,,,,"",,,,""
AUA-WB50/W,"Audac Wall box for DW5065/WP523/MWX65 Surface mount box for Audac wallpanel - white",,844dc15f-7996-4ade-be31-eaef14eec996,,,,"",,,,""
AUA-WBP100/B,"Audac Wall bracket plate for XE/VEXO speaker Black version",,f7884341-5312-405f-8d19-6c8fc9b04446,,,,"",,,,""
AUA-WBP100/W,"Audac Wall bracket plate for XE/VEXO speaker White version",,16e4665a-6b3e-4bef-9190-951f0d9a8a0a,,,,"",,,,""
AUA-WMA20/B,"Audac Extension mount with 30deg incline angle for ATEO2 Black",,53bc03b7-5e40-4164-ba44-7b4212024eec,,,,"",,,,""
AUA-WMA20/W,"Audac Extension mount with 30deg incline angle for ATEO2 White",,f54f25cf-16f6-42a2-aae7-d1440de9f727,,,,"",,,,""
AUA-WMA40/B,"Audac Extension mount with 30deg incline angle for ATEO4 Black",,c1873174-681b-44d8-b228-da5d7413ab01,,,,"",,,,""
AUA-WMA40/W,"Audac Extension mount with 30deg incline angle for ATEO4 White",,1823dd6d-ef90-4e3b-aaf1-91b5b67b03d1,,,,"",,,,""
AUA-WMA40M/B,"Audac Extension mount with inclination angle for ATEO4M Black version",,7fe38c41-49a0-4e23-af27-0834e8bb41c7,,,,"",,,,""
AUA-WMA40M/W,"Audac Extension mount with inclination angle for ATEO4M White version",,5232f621-4a52-4eef-8adc-b88ff2bfc0ac,,,,"",,,,""
AUA-WMA60/B,"#Audac Extension mount with 30deg incline angle for ATEO6 Black",,5b39a42d-0002-4dab-9b12-b65df4e28736,,,,"",,,,""
AUA-WMA60/W,"Audac Extension mount with 30deg incline angle for ATEO6 White",,81dba9c0-d1ca-46ad-bc94-16a0e6fa4953,,,,"",,,,""
AUA-WMA60M/B,"Audac Extension mount with inclination angle for ATEO6M Black version",,ad273968-576e-4fc3-9370-739459075949,,,,"",,,,""
AUA-WMA60M/W,"Audac Extension mount with inclination angle for ATEO6M White version",,c93ca7eb-113d-4db3-a496-d18f4fd5b92e,,,,"",,,,""
AUA-WMI16/B,"Audac Wall mic input - 45x45mm - RJ45 Black version",,371597c7-66cd-4109-a4a5-a2ee8d09c9ad,,,,"",,,,""
AUA-WMI18/B,"Audac Active audio transceivers XLR Wall microphone input unit (45 x 45 mm)",,107875ef-788d-4df1-a5c2-c2e827281906,,,,"",,,,""
AUA-WMI18/W,"Audac Active audio transceivers XLR Wall microphone input unit (45 x 45 mm)",,f2b8b9ba-f332-42cf-ae96-810b13c2009e,,,,"",,,,""
AUA-WMI20/W,"Audac Wall mic input - btici - rj45 White version",,c198e325-371b-47da-aded-f9a87f61c03d,,,,"",,,,""
AUA-WMM450,"Audac Metal in ceiling/wall back box for flush mount speakers - Fire rated",,65c13ccf-9a81-48e4-b774-20086ce80b91,,,,"",,,,""
AUA-WMM630,"Audac In-ceiling/wall back-box for flush mount ceiling speakers",,5f2ceef9-5c02-4dc5-94ad-780e7dc22c94,,,,"",,,,""
AUA-WORKANI,"Audac Installation of ANI Dante module into SMA or SMQ amplifier",,8f5afe3a-ecb2-4571-9492-ef137a28868e,,,,"",,,,""
AUA-WORKANX,"Audac Installation of ANX module in to XMP44 main unit modular audio player",,562a7a9e-a9f0-4d2f-a771-ff386a559f86,,,,"",,,,""
AUA-WORKOPT2,"Audac Installation of the OPT2 module in an M2 or R2 matrix system",,eb096e34-ad1f-4195-bc9d-299c0fe69e2f,,,,"",,,,""
AUA-WP200/B,"Audac Remote volume controller Black version",,96decb39-b164-46e8-b784-74afd4958325,,,,"",,,,""
AUA-WP200/W,"Audac Remote volume controller White version",,d16c5b4b-e560-45bc-865e-cbc09d4e4685,,,,"",,,,""
AUA-WP205/B,"Audac ARES5A wall panel - Microphone & line input - 80 x 80 mm Black version",,b09ab358-4704-4573-8a0b-947314af4db2,,,,"",,,,""
AUA-WP205/W,"Audac ARES5A wall panel - Microphone & line input - 80 x 80 mm White version",,c594be04-bb2e-427b-90a4-e9e6e241d7ae,,,,"",,,,""
AUA-WP210/B,"Audac Universal wall panel - Microphone & line input - 80 x 80 mm Black version",,316b920d-cf2b-4e27-9f80-d8bbfa1aeb06,,,,"",,,,""
AUA-WP210/W,"Audac Universal wall panel - Microphone & line input - 80 x 80 mm White version",,bea60059-7d34-4a35-9bc7-7936ddc4f580,,,,"",,,,""
AUA-WP220/B,"Audac Universal wall panel - Bluetooth receiver input - 80 x 80 mm Black version",,5453c85a-97da-4e11-bdc2-63bed66bfbd5,,,,"",,,,""
AUA-WP220/W,"Audac Universal wall panel - Bluetooth receiver input - 80 x 80 mm White version",,10504049-6dd2-4846-8981-3d636b8364c0,,,,"",,,,""
AUA-WP225/B,"Audac Universal wall panel - Microphone, line & Bluetooth receiver - 80 x 80 mm Black version",,7350fa6e-bf69-4922-868f-3e534b289edf,,,,"",,,,""
AUA-WP225/W,"Audac Universal wall panel - Microphone, line & Bluetooth receiver - 80 x 80 mm White version",,51474987-1621-4d22-9516-68529330b544,,,,"",,,,""
AUA-WTR06,"Audac Waterproof transformer 6W 100V",,d0eb16f8-b70d-44a6-930b-149a28fc6e88,,,,"",,,,""
AUA-WTR24,"Audac Waterproof transformer 24W 100V",,bd140d71-f57e-4d1a-9579-28ae9fd17611,,,,"",,,,""
AUA-WX302MK2/B,"Audac Universal wall speaker 3 Black version (MOQ 2 units)",,299c6860-20d1-4e99-89ed-0d62e40af20a,,,,"",,,,""
AUA-WX302MK2/OB,"Audac Outdoor universal wall speaker 3 Outdoor black version (MOQ 2 units)",,9657b327-752b-423c-b5c9-a0e3f2e5319f,,,,"",,,,""
AUA-WX302MK2/OW,"Audac Outdoor universal wall speaker 3 Outdoor white version (MOQ 2 units)",,ae33ea6e-bcf4-4ad0-86c7-be5d6237fe08,,,,"",,,,""
AUA-WX302MK2/W,"Audac Universal wall speaker 3 White version (MOQ 2 units)",,1730fa2f-ce70-438f-b880-a70586867340,,,,"",,,,""
AUA-WX502MK2/B,"Audac Universal wall speaker 5 1/4 Black version (MOQ 2 units)",,12930847-c641-4803-8133-addee6586cef,,,,"",,,,""
AUA-WX502MK2/OW,"#Audac Outdoor universal wall speaker 5 1/4 Outdoor white version (MOQ 2 units)",,babad713-a341-462d-a584-626e418c7513,,,,"",,,,""
AUA-WX502MK2/W,"Audac Universal wall speaker 5 1/4 White version (MOQ 2 units)",,a8b81e8e-0dd0-4860-99dc-bab16c4a829c,,,,"",,,,""
AUA-WX802MK2/B,"Audac Universal wall speaker 8 Black version (MOQ 2 units)",,cc1e6f0f-bbc2-4ba7-b6f3-a9369c19b479,,,,"",,,,""
AUA-WX802MK2/OB,"Audac Outdoor universal wall speaker 8 Outdoor black version (MOQ 2 units)",,4afbc73f-eac0-4f61-9c1d-ad9695afe4d4,,,,"",,,,""
AUA-WX802MK2/OW,"Audac Outdoor universal wall speaker 8 Outdoor white version (MOQ 2 units)",,0dc05ba8-f3cf-4cd7-8393-52556764b106,,,,"",,,,""
AUA-WX802MK2/W,"Audac Universal wall speaker 8 White version (MOQ 2 units)",,df33aecb-c789-423a-9323-e91c49866da7,,,,"",,,,""
AUA-XENO6/B,"Audac Full range speaker 6 Black version",,cb888c5f-9bca-494f-acb5-5d8e84176c16,,,,"",,,,""
AUA-XENO6/W,"Audac Full range speaker 6 White version",,dbf06195-af9a-44d1-b456-2c07b2ce9354,,,,"",,,,""
AUA-XENO8/B,"Audac Full range speaker 8 Black version",,127da0cb-59ef-411d-a170-4d2536d33bb4,,,,"",,,,""
AUA-XENO8/W,"Audac Full range speaker 8 White version",,e05f1b5f-53a3-4e17-b21f-50a556fa1b15,,,,"",,,,""
AUA-XMP44,"Audac SourceCon professional modular audio system",,39da8dd5-3de3-400b-8950-de19f792058f,,,,"",,,,""
AVA-IU75BLK,"Avast PVC Insulation tape 18mmx20m 180 micron Black",,b442b588-fd40-41ff-a771-96c3798e4616,,,,"",,,,""
AVA-IU75WH,"Avast PVC Insulation tape 18mmx20m 180 micron White",,ffb39706-cab8-4e1f-97b6-330f1aa6b037,,,,"",,,,""
